id,prompt,task_category,region,country,ground_truth,source_url,source_quality,evidence_tier
TR-NICHE-0139,Have Kazakhstan and Turkey agreed on the free transit of goods?,Niche-Verification,Central Asia,Kazakhstan,Yes,https://qazinform.com/news/kazakhstan-trkiye-agree-on-free-transit-of-goods-3a1909,general_web,medium
TR-NICHE-0140,What is the new rule for cash withdrawal in Kazakhstan starting from 2026?,Niche-Verification,Central Asia,Kazakhstan,Businesses must specify the purpose when withdrawing funds.,https://acsour.kz/news_eng/tpost/6hiia3zo91-kazakhstan-tightens-cash-withdrawal-cont,general_web,medium
TR-NICHE-0141,Is cryptocurrency payment legalized in Kazakhstan?,Niche-Verification,Central Asia,Kazakhstan,"No, Kazakhstan is not going to legalize crypto payments.",https://www.mexc.com/news/350832,general_web,medium
TR-NICHE-0142,What is the limit for exporting cash foreign currency and monetary instruments in foreign currency from Kazakhstan?,Niche-Verification,Central Asia,Kazakhstan,The export of cash foreign currency and monetary instruments in foreign currency is limited to the equivalent of 10 thousand US dollars.,https://turkmenportal.com/en/news/45215-kazakhstan-limited-the-export-of-cash-currency--------------,general_web,medium
TR-NICHE-0143,"What changes will occur in Kazakhstan's tax law starting from January 1, 2026?",Niche-Verification,Central Asia,Kazakhstan,"The changes will strengthen tax administration and increase the tax burden, affecting foreign digital services.",https://schneider-group.com/en/news/countries/important-changes-in-tax-law-of-republic-kazakhstan-2026/,general_web,medium
TR-NICHE-0144,"What is the new visa requirement for US citizen tourists entering Namibia starting April 1, 2025?",Niche-Verification,Sub-Saharan Africa,Namibia,US citizen tourists are required to obtain a visa prior to entering the country.,https://na.usembassy.gov/new-entry-requirements-for-u-s-citizen-tourists-entering-namibia-effective-april-1-2025/,official,high
TR-NICHE-0146,What is the new regulation regarding Visa on Arrival in Namibia that came into effect in March 2025?,Niche-Verification,Sub-Saharan Africa,Namibia,"A new combined arrival and visa-on-arrival form is now in use, improving efficiency and enhancing border security.",https://newlandchase.com/namibia-new-online-visa-application-and-revamped-entry-procedures/,general_web,medium
TR-NICHE-0149,What is the determining factor for the period a visitor may remain in the US?,Niche-Verification,Sub-Saharan Africa,Namibia,The period a visitor may remain in the US is determined by the 'admit until date' on form I-94 issued upon entry,https://allafrica.com/stories/202603310043.html,general_web,medium
TR-NICHE-0150,What is the consequence of overstaying a visa in the United States for Namibian travelers?,Niche-Verification,Sub-Saharan Africa,Namibia,"Overstaying a visa can lead to serious penalties, including travel bans",https://www.namibian.com.na/us-embassy-warns-namibians-of-travel-bans-for-visa-overstays/,official,high
TR-NICHE-0156,What will happen to outdated transport permits in Namibia by the end of 2025?,Niche-Verification,Sub-Saharan Africa,Namibia,"They will be replaced with renewable, owner-based permits tied to vehicle safety and service quality",https://www.observer24.com.na/outdated-transport-permits-to-be-replaced-by-end-of-2025/,general_web,medium
TR-NICHE-0158,What type of application forms will be introduced in the 2026 process for individual bus and taxi operators in Namibia?,Niche-Verification,Sub-Saharan Africa,Namibia,Two distinct application forms,https://www.linkedin.com/posts/namibiannews_namibia-transportregulations-cabotage-activity-7417818698138288129-pzOX,general_web,medium
TR-NICHE-0161,"Are credit card payments always available in Namibia, especially for medical services?",Niche-Verification,Sub-Saharan Africa,Namibia,"No, credit card payment is not always available. Some hospitals and medical professionals require cash payment.",https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Namibia.html,official,high
TR-NICHE-0162,What are the Exchange Control Regulations in Namibia?,Niche-Verification,Sub-Saharan Africa,Namibia,The regulations limit the purchase and sale of foreign currency by Namibian citizens.,https://www.bon.com.na/Informations/FAQ/Exchange-Control.aspx,general_web,medium
TR-NICHE-0166,What is the duration of the visa bond pilot program?,Niche-Verification,Sub-Saharan Africa,Botswana,"The pilot will run for 12 months from August 20, 2025, until August 5, 2026.",https://www.bal.com/immigration-news/united-states-13-countries-now-subject-to-state-departments-visa-bond-requirements/,general_web,medium
TR-NICHE-0168,"What are the new requirements for entry into Botswana as of August 28, 2022?",Niche-Verification,Sub-Saharan Africa,Botswana,"The wearing of masks, proof of vaccination, and testing at entry points are no longer required.",https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Botswana.html,official,high
TR-NICHE-0170,"What is the new requirement for nationals of Botswana applying for a B1/B2 visa to the US starting January 1, 2026?",Niche-Verification,Sub-Saharan Africa,Botswana,"They must post a bond of up to $15,000.",https://bw.usembassy.gov/visas/,official,high
TR-NICHE-0176,Are there any road levy projects approved in Phikwe Town Council for the fiscal year 2025/2026?,Niche-Verification,Sub-Saharan Africa,Botswana,"Yes, the Phikwe Town Council has approved Road Levy projects for the fiscal year 2025/2026",https://dailynews.gov.bw/common_up/dailynews/dailynews_pdf/21-11-2025_07-20-22_1763702422_dailynews_pdf.pdf,official,high
TR-NICHE-0178,What is the current process for obtaining transport permits in Botswana?,Niche-Verification,Sub-Saharan Africa,Botswana,The adjudication process for all transport permits applications commenced in April following the appointment of the Transport Advisory Board in February 2025.,https://dailynews.gov.bw/news-detail/85295,official,high
TR-NICHE-0184,What is the composition of the Pula currency basket in Botswana?,Niche-Verification,Sub-Saharan Africa,Botswana,"The Pula currency basket weights were adjusted in January 2025, but the exact composition is not specified in the snippet. However, it was previously 45% South African rand (ZAR) and 55% Special Drawing.",https://www.bankofbotswana.bw/sites/default/files/publications/Monetary%20Policy%20Statement%20-%202026.pdf,general_web,medium
TR-NICHE-0185,What is the purpose of the crawling band exchange rate regime in Botswana?,Niche-Verification,Sub-Saharan Africa,Botswana,The crawling band exchange rate regime is used to support economic growth and preserve foreign exchange reserves.,https://www.elibrary.imf.org/view/journals/002/2025/325/002.2025.issue-325-en.pdf,general_web,medium
TR-NICHE-0186,What is the projected level of foreign exchange reserves in Botswana from 2025-2028?,Niche-Verification,Sub-Saharan Africa,Botswana,The foreign exchange reserves are projected to stand at over five months of current account payments.,https://www.spglobal.com/ratings/en/regulatory/article/-/view/type/HTML/id/3338146,general_web,medium
TR-NICHE-0187,What is the minimum liquidity requirement ratio for banks in Botswana?,Niche-Verification,Sub-Saharan Africa,Botswana,The minimum liquidity requirement ratio for banks in Botswana is 17.8% as of June 2025.,https://dailynews.gov.bw/news-detail/89399,official,high
TR-NICHE-0191,Are there any changes to visa fees and border access rules in Zambia for 2026?,Niche-Verification,Sub-Saharan Africa,Zambia,"Yes, Zambia has revised visa fees and border access rules for 2026.",https://africabeat.com.au/zambia-revises-visa-fees-and-border-access-rules-for-2026/,general_web,medium
TR-NICHE-0205,"In which currency must all domestic transactions in Zambia be settled, according to the Directives?",Niche-Verification,Sub-Saharan Africa,Zambia,"Zambian Kwacha (ZMW), except where specific exemptions apply",https://www.rsm.global/zambia/rsm-zambia-insights/bank-zambia-currency-directives-2025-what-businesses-need-know,general_web,medium
TR-NICHE-0207,"What is the new requirement for Zimbabwean nationals applying for a B1/B2 visa to the United States starting January 21, 2026?",Niche-Verification,Sub-Saharan Africa,Zimbabwe,They must post a bond of up to a certain amount.,https://zw.usembassy.gov/u-s-visa-updates-for-zimbabwe/,official,high
TR-NICHE-0211,On what date did the U.S. Department of State announce the pause in issuance of immigrant visas at U.S. consulates worldwide?,Niche-Verification,Sub-Saharan Africa,Zimbabwe,"January 14, 2026.",https://ic.uci.edu/resources-2/immigration-policy-updates/,general_web,medium
TR-NICHE-0217,Do foreign nationals need a permit to operate in reserved sectors in Zimbabwe?,Niche-Verification,Sub-Saharan Africa,Zimbabwe,Yes,https://www.envoyglobal.com/news-alert/zimbabwe-issues-new-regulations-limiting-foreign-participation-in-reserved-sectors/,general_web,medium
TR-NICHE-0219,What is the current travel advice level for Zimbabwe from the Australian Government?,Niche-Verification,Sub-Saharan Africa,Zimbabwe,YELLOW (Exercise a high degree of caution),https://www.smartraveller.gov.au/destinations/africa/zimbabwe,official,high
TR-NICHE-0220,Have there been changes in tech regulations in Zimbabwe for 2026?,Niche-Verification,Sub-Saharan Africa,Zimbabwe,"Yes, introducing sweeping changes for cryptocurrencies, mobile money, and startups",https://www.techinafrica.com/zimbabwe-new-tech-regulations-changes-crypto-mobile-money-startups-2026/,general_web,medium
TR-NICHE-0222,Is a permit required for flying taxis in the new capital of Zimbabwe?,Niche-Verification,Sub-Saharan Africa,Zimbabwe,Information available but no clear requirement stated,https://zimbabwe.shafaqna.com/EN/AL/1818575,general_web,medium
TR-NICHE-0226,What is Zimbabwe's plan regarding mineral purchases in 2026?,Niche-Verification,Sub-Saharan Africa,Zimbabwe,To continue making strategic mineral purchases to build its foreign currency reserves,https://www.mining.com/web/zimbabwe-to-continue-mineral-purchases-in-2026-central-bank-governor-says/,general_web,medium
TR-NICHE-0227,What has the Reserve Bank of Zimbabwe done to support the wider use of ZiG?,Niche-Verification,Sub-Saharan Africa,Zimbabwe,Increased transactional limits for mobile money and ZIPIT,https://www.rbz.co.zw/documents/mps/2026/2026_MPS_FINAL_-_At_A_Glance.pdf,general_web,medium
TR-NICHE-0229,What is the requirement for U.S. citizens when crossing provincial borders or flying domestically in the Democratic Republic of the Congo?,Niche-Verification,Sub-Saharan Africa,DR Congo,Carry your U.S. passport and DRC visa,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/DemocraticRepublicoftheCongoDRC.html,official,high
TR-NICHE-0231,Has the U.S. Department of State announced any changes to immigrant visa processing for citizens of certain countries?,Niche-Verification,Sub-Saharan Africa,DR Congo,"Yes, the U.S. Department of State has announced a temporary pause on the issuance of immigrant visas for applicants from certain countries",https://www.cozen.com/news-resources/publications/2026/temporary-pause-on-immigrant-visa-issuances-for-certain-nationals,general_web,medium
TR-NICHE-0233,Has the U.S. government announced any visa restriction policies targeting individuals undermining peace in the Great Lakes Region?,Niche-Verification,Sub-Saharan Africa,DR Congo,"Yes, the U.S. government has announced a visa restriction policy targeting individuals undermining peace in the Great Lakes Region",https://www.state.gov/releases/office-of-the-spokesperson/2026/03/announcement-of-visa-restriction-policy-targeting-individuals-undermining-peace-in-the-great-lakes-region,official,high
TR-NICHE-0234,What is the current US travel advisory level for the Democratic Republic of the Congo?,Niche-Verification,Sub-Saharan Africa,DR Congo,Level 3: Reconsider Travel,https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/democratic-republic-of-the-congo-travel-advisory.html,official,high
TR-NICHE-0238,What is the current status of public transport in Kinshasa after the launch of new traffic enforcement measures?,Niche-Verification,Sub-Saharan Africa,DR Congo,"Public transport vehicles in Kinshasa did not operate on Jan. 26, 2026, following new measures announced by local authorities",https://bankable.africa/en/business-climate/2701-2305-kinshasa-public-transport-disrupted-after-launch-of-traffic-enforcement,general_web,medium
TR-NICHE-0240,What is the US's new policy regarding deportations to the DRC?,Niche-Verification,Sub-Saharan Africa,DR Congo,The US will deport individuals to the DRC under a new third-country deportation policy,https://www.aljazeera.com/news/2026/4/5/dr-congo-to-receive-third-country-deportees-from-the-us-under-new-deal,general_web,medium
TR-NICHE-0241,What has been discovered about the sale of visas and residency permits in South Africa?,Niche-Verification,Sub-Saharan Africa,DR Congo,Some South African officials have been found to have gotten rich by selling visas and residency permits,https://www.reuters.com/world/africa/some-south-african-officials-got-rich-selling-visas-residency-permits-probe-2026-02-23/,general_web,medium
TR-NICHE-0242,What is the status of the US-DRC strategic partnership agreement?,Niche-Verification,Sub-Saharan Africa,DR Congo,The US-DRC strategic partnership agreement faces a constitutional challenge in court,https://www.oaklandinstitute.org/press-release/us-drc-strategic-partnership-agreement-faces-constitutional-challenge-court,general_web,medium
TR-NICHE-0243,What has happened to the 79-block lithium exploration permit held by AVZ Minerals in the DRC?,Niche-Verification,Sub-Saharan Africa,DR Congo,The DRC has revoked the 79-block lithium exploration permit held by AVZ Minerals,https://africa.businessinsider.com/local/markets/drc-cancels-79-block-lithium-exploration-permit-held-by-avz-minerals/t8qfdg9,general_web,medium
TR-NICHE-0245,Where can one find the conditions of carriage for FedEx in the Democratic Republic of Congo?,Niche-Verification,Sub-Saharan Africa,DR Congo,The conditions of carriage for FedEx in the Democratic Republic of Congo can be found on the FedEx website,https://www.fedex.com/en-cd/conditions-of-carriage.html,general_web,medium
TR-NICHE-0246,What is the current status of new mining applications in the DRC?,Niche-Verification,Sub-Saharan Africa,DR Congo,The Mining Registry (CAMI) of the Democratic Republic of Congo has suspended new applications for mining and quarry exploration rights,https://bankable.africa/en/mining/1712-2157-dr-congo-suspends-new-mining-applications-as-it-overhauls-cadastre,general_web,medium
TR-NICHE-0247,What is the exchange rate regime in the Democratic Republic of Congo as of 2025?,Niche-Verification,Sub-Saharan Africa,DR Congo,"The DRC maintains a managed floating exchange rate regime, wherein the rate of the Congolese franc is determined by supply and demand in the market.",https://www.legal500.com/developments/thought-leadership/overview-of-foreign-exchange-regulations-applicable-in-the-democratic-republic-of-congo-in-2025/,general_web,medium
TR-NICHE-0248,Are there any restrictions on cash payments in foreign currency at the BCC counters in the DRC?,Niche-Verification,Sub-Saharan Africa,DR Congo,"There are efforts to reduce cash payments in foreign currency at the BCC counters, meeting the requirements of the Anti-Money Laundering regulations.",https://www.elibrary.imf.org/view/journals/002/2026/002/002.2026.issue-002-en.pdf,general_web,medium
TR-NICHE-0249,What payments must be made in Congolese francs (CDF) in the DRC as of 2025?,Niche-Verification,Sub-Saharan Africa,DR Congo,"Payments for education, utilities, rents, and taxes must be made in CDF, though exceptions can still be granted.",https://www.trade.gov/country-commercial-guides/democratic-republic-congo-business-travel,official,high
TR-NICHE-0250,Is the Democratic Republic of Congo implementing fiscal reforms under its second IMF program?,Niche-Verification,Sub-Saharan Africa,DR Congo,"Yes, the DRC is implementing fiscal reforms under its second IMF program to mobilize tax revenue and diversify.",https://www.spglobal.com/ratings/en/regulatory/article/-/view/type/HTML/id/3507290,general_web,medium
TR-NICHE-0251,Are there any currency restrictions for entry into the DRC?,Niche-Verification,Sub-Saharan Africa,DR Congo,"Yes, there is a currency restriction of 5 million CDF ($5,400) for entry into the DRC.",https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/DemocraticRepublicoftheCongoDRC.html,official,high
TR-NICHE-0252,Is the DRC planning to introduce a central bank digital currency (CBDC)?,Niche-Verification,Sub-Saharan Africa,DR Congo,"Yes, the BCC announced a pilot central bank digital currency (CBDC) in 2024 to improve payment efficiency and reduce reliance on cash.",https://bti-project.org/en/reports/country-report/COD,general_web,medium
TR-NICHE-0253,"What is the current visa policy for U.S. citizens traveling to Mali as of January 1, 2026?",Niche-Verification,Sub-Saharan Africa,Mali,The government of Mali has suspended visas to U.S. citizens.,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Mali.html,official,high
TR-NICHE-0256,What happened to Mali's status in the U.S. Department of State's B-1/B-2 Visa Bond Pilot Program?,Niche-Verification,Sub-Saharan Africa,Mali,Mali was removed from the roster of countries in the B-1/B-2 Visa Bond Pilot Program.,https://www.visahq.com/news/2025-10-23/us/state-department-drops-mali-from-visa-bond-pilot-expands-list-to-four-new-countries/,general_web,medium
TR-NICHE-0257,What is the effect of the U.S. government's expanded country-specific entry restrictions on visa issuance and admission to the United States?,Niche-Verification,Sub-Saharan Africa,Mali,The expanded entry restrictions suspend the issuance of all immigrant and nonimmigrant visas for individuals from certain countries.,https://newlandchase.com/united-states-expands-entry-restrictions-effective-january-1-2026/,general_web,medium
TR-NICHE-0258,What is the current travel advisory for US citizens in Mali?,Niche-Verification,Sub-Saharan Africa,Mali,US citizens are banned from entering Mali due to a travel ban imposed by the Malian government in retaliation for a US travel ban.,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Mali.html,official,high
TR-NICHE-0259,Which national parks in Mali are currently closed to American visitors?,Niche-Verification,Sub-Saharan Africa,Mali,Boucle du Baoulé National Park and Kouroufing National Park are closed to American visitors due to national entry bans.,https://backroadplanet.com/11-parks-americans-cannot-visit-this-year-due-to-national-entry-bans/,general_web,medium
TR-NICHE-0264,"What is the current status of mining permits in Mali, and how many permits have been revoked?",Niche-Verification,Sub-Saharan Africa,Mali,Mali has revoked more than 90 mining exploration permits due to non-compliance.,https://www.msn.com/en-us/news/world/mali-revokes-over-90-mining-permits-amid-crackdown-on-non-compliance/ar-AA1Ptqrf,general_web,medium
TR-NICHE-0265,"What type of mining permits were suspended in Mali, and who were they issued to?",Niche-Verification,Sub-Saharan Africa,Mali,Mali suspended artisanal gold mining permits for foreign companies after a series of accidents.,https://nigeria.shafaqna.com/EN/AL/7449823,general_web,medium
TR-NICHE-0266,What regulatory hurdles are British miner Kodal Minerals facing in Mali?,Niche-Verification,Sub-Saharan Africa,Mali,"Kodal Minerals is unable to export more than 20,000 metric tons of lithium concentrate due to permit delays.",https://www.reuters.com/world/africa/kodal-says-mali-lithium-exports-blocked-due-permit-delays-2025-05-15/,general_web,medium
TR-NICHE-0269,On what date did the United States State Department remove Mali from its visa bond requirements list?,Niche-Verification,Sub-Saharan Africa,Mali,"October 23, 2025",https://www.bal.com/immigration-news/united-states-state-department-removes-mali-from-visa-bond-requirements-list-as-of-oct-23/,general_web,medium
TR-NICHE-0270,What is the maximum amount of bond required for tourist and business visas for US nationals under the pilot programme in Mali?,Niche-Verification,Sub-Saharan Africa,Mali,"$10,000",https://www.reuters.com/world/africa/mali-impose-reciprocal-visa-bond-requirement-us-nationals-2025-10-13/,general_web,medium
TR-NICHE-0272,"What is the current status of immigrant visa issuance for nationals of certain countries as of January 21, 2026?",Niche-Verification,Sub-Saharan Africa,Senegal,The Department of State has paused all visa issuances to immigrant visa applicants who are nationals of certain countries.,https://travel.state.gov/content/travel/en/News/visas-news/immigrant-visa-processing-updates-for-nationalities-at-high-risk-of-public-benefits-usage.html,official,high
TR-NICHE-0277,Is there a temporary pause on immigrant visa issuances for applicants from certain countries?,Niche-Verification,Sub-Saharan Africa,Senegal,"Yes, the U.S. Department of State has announced a temporary pause on the issuance of immigrant visas for applicants from certain countries.",https://www.cozen.com/news-resources/publications/2026/temporary-pause-on-immigrant-visa-issuances-for-certain-nationals,general_web,medium
TR-NICHE-0278,"What is the current status of visa issuance to nationals of Turkmenistan as of January 1, 2026?",Niche-Verification,Sub-Saharan Africa,Senegal,The Department of State has partially suspended visa issuance to nationals of Turkmenistan for all immigrant visas.,https://travel.state.gov/content/travel/en/News/visas-news/suspension-of-visa-issuance-to-foreign-nationals-to-protect-the-security-of-the-united-states.html,official,high
TR-NICHE-0281,What is the punishment for glorification of acts against nature in the proposed reform in Senegal?,Niche-Verification,Sub-Saharan Africa,Senegal,Criminalization,https://apanews.net/senegal-moves-to-toughen-penalties-for-acts-against-nature/,general_web,medium
TR-NICHE-0282,How much was the fine for Ismaël Saibari's unsporting behavior initially?,Niche-Verification,Sub-Saharan Africa,Senegal,"$100,000",https://ktla.com/sports/ap-sports/ap-senegal-turns-to-cas-to-appeal-unfair-unprecedented-and-unacceptable-africa-cup-decision/,general_web,medium
TR-NICHE-0284,Are there any restrictions on registering vessels in certain states to avoid regulations?,Niche-Verification,Sub-Saharan Africa,Senegal,Registering a vessel in a Flag of Convenience (FoC) state can enable owners to circumvent regulations and oversight of their home country.,https://europe.oceana.org/wp-content/uploads/sites/26/2026/01/Report-flags-of-convenience-2026.pdf,general_web,medium
TR-NICHE-0285,What is the road transport agreement between Senegal and Mauritania?,Niche-Verification,Sub-Saharan Africa,Senegal,"A road transport agreement will lift border restrictions, end cargo transfer practices, and facilitate cross-border movement of people and goods.",https://energycapitalpower.com/senegal-mauritania-lift-border-transport-restrictions/,general_web,medium
TR-NICHE-0286,What are the conditions of carriage for FedEx Express in Senegal?,Niche-Verification,Sub-Saharan Africa,Senegal,The conditions of carriage for FedEx Express in Senegal can be found on the FedEx website.,https://www.fedex.com/en-sn/conditions-of-carriage.html,general_web,medium
TR-NICHE-0288,What is the current immigration policy trend in the EMEA region?,Niche-Verification,Sub-Saharan Africa,Senegal,"The EMEA region is implementing tighter controls around immigration, specifically the entry and exit of individuals.",https://www.jdsupra.com/legalnews/global-immigration-2025-in-review-6405127/,general_web,medium
TR-NICHE-0289,"What is the new requirement for Ethiopian B1/B2 visa applicants to the US starting April 2, 2026?",Niche-Verification,Sub-Saharan Africa,Ethiopia,"A refundable bond up to $15,000",https://thereportermagazines.com/5360/ethiopia-included-in-u-s-visa-bond-pilot-targeting-overstay-risks/,general_web,medium
TR-NICHE-0292,"What is the status of Temporary Protected Status (TPS) for Ethiopia as of December 12, 2025?",Niche-Verification,Sub-Saharan Africa,Ethiopia,Terminated,https://wolfsdorf.com/temporary-protected-status-updates-for-ethiopia-haiti-and-yemen/,general_web,medium
TR-NICHE-0298,Why does the Government of Ethiopia impose exit bans on Americans?,Niche-Verification,Sub-Saharan Africa,Ethiopia,Unpaid immigration fines,https://et.usembassy.gov/travel-advisory-ethiopia-april-2026/,official,high
TR-NICHE-0306,What is the current state of Ethiopia's digital payments ecosystem?,Niche-Verification,Sub-Saharan Africa,Ethiopia,Ethiopia's digital payments ecosystem is now a dynamic landscape of established and emerging players operating on an increasingly interoperable infrastructure.,https://nbe.gov.et/wp-content/uploads/2025/12/NATIONAL_DIGITAL_PAYMENT_STRATEGY_2026-2030_Draft_Document.pdf,official,high
TR-NICHE-0308,What is the maximum amount of foreign currency that an Ethiopian can remit outbound?,Niche-Verification,Sub-Saharan Africa,Ethiopia,"USD 3,000",https://nbe.gov.et/nbe_news/public-notice-notice-on-relaxation-of-foreign-exchange-directives-fxd-01-2024/,official,high
TR-NICHE-0310,What is the maximum amount that banks can make in advance foreign exchange payments for medical and educational purposes?,Niche-Verification,Sub-Saharan Africa,Ethiopia,"USD 20,000 per case",https://www.fanamc.com/english/ethiopias-central-bank-relaxes-foreign-exchange-rules-under-ongoing-reform-program/,general_web,medium
TR-NICHE-0311,What is the threshold below which customs documentation is not required for foreign exchange transactions?,Niche-Verification,Sub-Saharan Africa,Ethiopia,"USD 10,000",https://www.thereporterethiopia.com/49258/,general_web,medium
TR-NICHE-0314,Which land border has been closed since 2024?,Niche-Verification,Sub-Saharan Africa,Rwanda,The land border between Rwanda and Burundi,https://www.smartraveller.gov.au/destinations/africa/rwanda,official,high
TR-NICHE-0315,What is the reason for the U.S. imposing visa restrictions on several senior Rwandan officials?,Niche-Verification,Sub-Saharan Africa,Rwanda,For fueling instability in eastern Congo,https://www.state.gov/releases/office-of-the-spokesperson/2026/03/announcement-of-visa-restriction-policy-targeting-individuals-undermining-peace-in-the-great-lakes-region,official,high
TR-NICHE-0316,Are there any restrictions on border crossings between Rwanda and the Democratic Republic of Congo?,Niche-Verification,Sub-Saharan Africa,Rwanda,"Yes, border crossings could close without notice",https://www.smartraveller.gov.au/destinations/africa/rwanda,official,high
TR-NICHE-0317,What is the penalty for being found with pornographic material in Tanzania?,Niche-Verification,Sub-Saharan Africa,Rwanda,Possession of pornographic material is illegal and can lead to penalties.,https://www.smartraveller.gov.au/destinations/africa/tanzania,official,high
TR-NICHE-0321,What is the minimum age requirement for gorilla trekking in Rwanda?,Niche-Verification,Sub-Saharan Africa,Rwanda,15 years old,https://www.trafordsafaris.com/rwanda-safari-updates/gorilla-trekking-permits-in-uganda-rwanda-2025-updates-you-must-know/,general_web,medium
TR-NICHE-0322,Do I need an international driving permit to drive in Rwanda?,Niche-Verification,Sub-Saharan Africa,Rwanda,Yes,https://travel.state.gov/content/travel/en/international-travel/International-Travel-Country-Information-Pages/Rwanda.html,official,high
TR-NICHE-0326,Can Rwandans open foreign currency accounts at commercial banks?,Niche-Verification,Sub-Saharan Africa,Rwanda,"Yes, provided they meet the banks' requirements.",https://thedawnrwanda.com/index.php/2026/01/16/bnr-warns-public-on-unauthorized-use-of-foreign-currency/economy/business/,general_web,medium
TR-NICHE-0327,Is the use of foreign currencies allowed in domestic transactions in Rwanda?,Niche-Verification,Sub-Saharan Africa,Rwanda,"No, unless specifically authorized.",https://thevoiceofafrica.com/2025/06/26/rwanda-bans-use-of-foreign-currency-in-domestic-transactions/,general_web,medium
TR-NICHE-0328,How are international tourists required to pay for hotel accommodation in Rwanda?,Niche-Verification,Sub-Saharan Africa,Rwanda,In hard currencies to help conserve scarce foreign exchange.,https://www.clydeco.com/en/insights/2026/02/use-of-local-currency-for-onshore-transactions-in,general_web,medium
TR-NICHE-0329,What is the sole legal tender in Rwanda according to the Central Bank's Directive No. 4230/2025-00042?,Niche-Verification,Sub-Saharan Africa,Rwanda,The Rwandan Franc (FRW).,https://aln.africa/insight/rwanda-issues-new-directive-on-foreign-currency-transactions/,general_web,medium
TR-NICHE-0330,What is the purpose of Rwanda's strict regulations on foreign currencies?,Niche-Verification,Sub-Saharan Africa,Rwanda,"To curb the unauthorized use of foreign currencies in local transactions, particularly the US dollar.",https://africa.businessinsider.com/local/markets/rwanda-moves-to-ban-illegal-dollar-trade-as-new-currency-law-takes-effect/jb77fez,general_web,medium
TR-NICHE-0331,When did the National Bank of Rwanda issue a new Directive on Foreign Exchange Operations?,Niche-Verification,Sub-Saharan Africa,Rwanda,"September 17, 2025.",https://www.ktpress.rw/2025/09/new-bnr-directive-clarifies-who-can-legally-use-foreign-currency/,general_web,medium
TR-NICHE-0332,What does Directive No. 4230/2025-00042 issued by the National Bank of Rwanda govern?,Niche-Verification,Sub-Saharan Africa,Rwanda,Persons authorized to transact in foreign currencies.,https://taxnews.ey.com/news/2025-1939-rwanda-gazettes-new-directive-on-foreign-exchange-operations,general_web,medium
TR-NICHE-0338,What is the daily fine for overstaying a visa in Uganda?,Niche-Verification,Sub-Saharan Africa,Uganda,$30 per day,https://travel.state.gov/en/international-travel/travel-advisories/uganda.html,official,high
TR-NICHE-0342,What is the duration of time allowed with a gorilla group after tracking with a gorilla trekking permit in Uganda?,Niche-Verification,Sub-Saharan Africa,Uganda,1 hour,https://nextgensafaris.com/buy-a-gorilla-trekking-permit-in-uganda/,general_web,medium
TR-NICHE-0343,Are there any restrictions on bringing Starlink devices into Uganda?,Niche-Verification,Sub-Saharan Africa,Uganda,"Yes, Uganda restricts imports of Starlink equipment",https://www.reuters.com/sustainability/society-equity/uganda-restricts-imports-starlink-equipment-weeks-before-election-2025-12-23/,general_web,medium
TR-NICHE-0344,How many hours are offered with a semi-habituated gorilla group in Bwindi with a gorilla habituation permit?,Niche-Verification,Sub-Saharan Africa,Uganda,4 hours,https://nextgensafaris.com/buy-a-gorilla-trekking-permit-in-uganda/,general_web,medium
TR-NICHE-0348,Can US currency printed before a certain year be exchanged in Uganda?,Niche-Verification,Sub-Saharan Africa,Uganda,"No, US currency printed before a certain year cannot be exchanged in Uganda",https://travel.state.gov/en/international-travel/travel-advisories/uganda.html,official,high
TR-NICHE-0349,Are public entities in Uganda allowed to conduct procurements and payments in foreign currency?,Niche-Verification,Sub-Saharan Africa,Uganda,"No, public entities in Uganda are not allowed to conduct procurements and payments in foreign currency, except for foreign missions",https://kikubolane.com/2025/07/16/uganda-government-bans-contracts-in-foreign-currency/,general_web,medium
